arm:;w:-3cm;l:31cm;base:;Rotx(55)rotz(-25);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.94997;FINNISHED;0.0429688;0.170288;-0.432373;0.884399;350;-756;581;-0.188;0.375;0.625;-75;10.625;-320.625;0.669861;0.735352;-0.0875854;-0.0539551;39;992;-99;1.625;-1.875;-1.75;-77.5;-91.875;-45;1.60845;-1.67394;0.0574256;0.226859;-0.156086;-0.0403263;-0.0814767
7.95996;FINNISHED;0.0429688;0.170288;-0.432373;0.884399;350;-756;581;-0.188;0.375;0.625;-75;10.625;-320.625;0.669861;0.735352;-0.0875854;-0.0539551;39;992;-99;1.625;-1.875;-1.75;-77.5;-91.875;-45;1.6086;-1.67418;0.0576537;0.227711;-0.156245;-0.0408007;-0.0813739
7.96998;FINNISHED;0.0428467;0.170105;-0.432434;0.88446;331;-753;555;0;0.688;0.688;-130.625;30;-401.875;0.669617;0.735535;-0.0875854;-0.0542603;45;980;-88;1.75;-1.75;-1.25;-75;-86.875;-50;1.60874;-1.67448;0.0577905;0.228563;-0.156403;-0.0412752;-0.0810657
7.97998;FINNISHED;0.0428467;0.170105;-0.432434;0.88446;331;-753;555;0;0.688;0.688;-130.625;30;-401.875;0.669617;0.735535;-0.0875854;-0.0542603;45;980;-88;1.75;-1.75;-1.25;-75;-86.875;-50;1.60896;-1.67484;0.0579274;0.229501;-0.15664;-0.0418287;-0.080963
7.98996;FINNISHED;0.0428467;0.170105;-0.432434;0.88446;331;-753;555;0;0.688;0.688;-130.625;30;-401.875;0.669617;0.735535;-0.0875854;-0.0542603;45;980;-88;1.75;-1.75;-1.25;-75;-86.875;-50;1.60915;-1.67508;0.0581554;0.230268;-0.156877;-0.042224;-0.0808602
7.99994;FINNISHED;0.0427856;0.170105;-0.432434;0.88446;349;-758;577;-0.313;0.313;0.875;-130.625;30;-401.875;0.66925;0.735779;-0.0877686;-0.0547485;41;1001;-110;1.5;-1.5;-0.938;-75;-86.875;-50;1.60936;-1.67541;0.0583379;0.230949;-0.156877;-0.0426984;-0.0808602
8.00998;FINNISHED;0.0427856;0.170105;-0.432434;0.88446;349;-758;577;-0.313;0.313;0.875;-130.625;30;-401.875;0.66925;0.735779;-0.0877686;-0.0547485;41;1001;-110;1.5;-1.5;-0.938;-75;-86.875;-50;1.60951;-1.67568;0.0586116;0.231716;-0.156798;-0.0432519;-0.0808602
8.01995;FINNISHED;0.0426636;0.169983;-0.432495;0.88446;348;-772;598;-0.438;0.5;0.75;-63.75;-6.875;-361.875;0.669067;0.735962;-0.0877686;-0.0548706;37;985;-96;1.375;-1.125;-0.625;-75;-82.5;-42.5;1.60969;-1.67592;0.0590221;0.232398;-0.157035;-0.0438054;-0.0808602
8.02997;FINNISHED;0.0426636;0.169983;-0.432495;0.88446;348;-772;598;-0.438;0.5;0.75;-63.75;-6.875;-361.875;0.669067;0.735962;-0.0877686;-0.0548706;37;985;-96;1.375;-1.125;-0.625;-75;-82.5;-42.5;1.60988;-1.67622;0.0593414;0.233165;-0.157193;-0.0442799;-0.0807575
8.03999;FINNISHED;0.0426636;0.169983;-0.432495;0.88446;348;-772;598;-0.438;0.5;0.75;-63.75;-6.875;-361.875;0.669067;0.735962;-0.0877686;-0.0548706;37;985;-96;1.375;-1.125;-0.625;-75;-82.5;-42.5;1.61006;-1.67652;0.059387;0.233847;-0.157193;-0.0447543;-0.0807575
8.04995;FINNISHED;0.0425415;0.1698;-0.432495;0.88446;356;-751;592;-0.313;0.438;1;-63.75;-6.875;-361.875;0.668701;0.736267;-0.0879517;-0.0551147;30;991;-109;1.5;-2.25;-0.688;-75;-82.5;-42.5;1.61021;-1.67676;0.0593414;0.234443;-0.157114;-0.0453078;-0.0807575
8.05999;FINNISHED;0.0425415;0.1698;-0.432495;0.88446;356;-751;592;-0.313;0.438;1;-63.75;-6.875;-361.875;0.668701;0.736267;-0.0879517;-0.0551147;30;991;-109;1.5;-2.25;-0.688;-75;-82.5;-42.5;1.61035;-1.67695;0.0594782;0.234784;-0.157114;-0.0456241;-0.0807575
8.06998;FINNISHED;0.0423584;0.169739;-0.432556;0.88446;349;-759;579;-0.438;0.438;1;-126.875;7.5;-430.625;0.668457;0.73645;-0.0880737;-0.055481;34;989;-83;1.688;-0.938;-0.875;-67.5;-85.625;-42.5;1.61053;-1.67714;0.059615;0.235296;-0.157193;-0.0460194;-0.0807575
8.07995;FINNISHED;0.0423584;0.169739;-0.432556;0.88446;349;-759;579;-0.438;0.438;1;-126.875;7.5;-430.625;0.668457;0.73645;-0.0880737;-0.055481;34;989;-83;1.688;-0.938;-0.875;-67.5;-85.625;-42.5;1.61068;-1.67731;0.0597062;0.235636;-0.157114;-0.0462566;-0.0807575
8.08999;FINNISHED;0.0423584;0.169739;-0.432556;0.88446;349;-759;579;-0.438;0.438;1;-126.875;7.5;-430.625;0.668457;0.73645;-0.0880737;-0.055481;34;989;-83;1.688;-0.938;-0.875;-67.5;-85.625;-42.5;1.61075;-1.6775;0.0599343;0.236063;-0.157035;-0.0464939;-0.080552
8.09995;FINNISHED;0.0422363;0.169678;-0.432556;0.88446;342;-754;564;-0.625;0.438;0.625;-126.875;7.5;-430.625;0.668152;0.736694;-0.0880737;-0.055542;38;990;-103;1.375;-0.5;-0.563;-67.5;-85.625;-42.5;1.6109;-1.67769;0.0599799;0.236489;-0.156798;-0.0467311;-0.0806547
8.10994;FINNISHED;0.0422363;0.169678;-0.432556;0.88446;342;-754;564;-0.625;0.438;0.625;-126.875;7.5;-430.625;0.668152;0.736694;-0.0880737;-0.055542;38;990;-103;1.375;-0.5;-0.563;-67.5;-85.625;-42.5;1.61097;-1.67779;0.0600711;0.237;-0.156877;-0.0471264;-0.0804492
8.11999;FINNISHED;0.0421143;0.169617;-0.432617;0.88446;357;-748;584;-0.5;0.313;0.5;-120;36.875;-361.875;0.667969;0.736816;-0.0881348;-0.0556641;48;982;-101;1.125;-1.063;-0.438;-71.875;-82.5;-45.625;1.61108;-1.67796;0.0601624;0.237256;-0.156798;-0.0473636;-0.0803465
8.12998;FINNISHED;0.0421143;0.169617;-0.432617;0.88446;357;-748;584;-0.5;0.313;0.5;-120;36.875;-361.875;0.667969;0.736816;-0.0881348;-0.0556641;48;982;-101;1.125;-1.063;-0.438;-71.875;-82.5;-45.625;1.61112;-1.67804;0.060208;0.237511;-0.157035;-0.0476008;-0.0803465
8.13998;FINNISHED;0.0421143;0.169617;-0.432617;0.88446;357;-748;584;-0.5;0.313;0.5;-120;36.875;-361.875;0.667969;0.736816;-0.0881348;-0.0556641;48;982;-101;1.125;-1.063;-0.438;-71.875;-82.5;-45.625;1.61119;-1.67809;0.060208;0.237682;-0.157193;-0.0479171;-0.080141
8.14995;FINNISHED;0.0421143;0.169617;-0.432617;0.88446;343;-767;584;-0.125;0.188;0.438;-120;36.875;-361.875;0.667786;0.737;-0.0882568;-0.0557861;41;992;-93;0.813;-0.438;-0.375;-71.875;-82.5;-45.625;1.61123;-1.67815;0.060208;0.237852;-0.157352;-0.0479171;-0.0802437
8.15998;FINNISHED;0.0421143;0.169617;-0.432617;0.88446;343;-767;584;-0.125;0.188;0.438;-120;36.875;-361.875;0.667786;0.737;-0.0882568;-0.0557861;41;992;-93;0.813;-0.438;-0.375;-71.875;-82.5;-45.625;1.61126;-1.6782;0.060208;0.238108;-0.157273;-0.0479962;-0.080141
8.16995;FINNISHED;0.0421143;0.169617;-0.432617;0.88446;321;-747;542;0;0.563;0.375;-100.625;10.625;-361.875;0.667664;0.737122;-0.0883179;-0.0557251;39;994;-92;0.625;-0.375;-0.188;-71.875;-85.625;-36.875;1.6113;-1.67823;0.0602536;0.238278;-0.157352;-0.0480753;-0.0799355
8.17998;FINNISHED;0.0421143;0.169617;-0.432617;0.88446;321;-747;542;0;0.563;0.375;-100.625;10.625;-361.875;0.667664;0.737122;-0.0883179;-0.0557251;39;994;-92;0.625;-0.375;-0.188;-71.875;-85.625;-36.875;1.61134;-1.67826;0.0602992;0.238364;-0.157273;-0.0481543;-0.0799355
8.18998;FINNISHED;0.0421143;0.169617;-0.432617;0.88446;321;-747;542;0;0.563;0.375;-100.625;10.625;-361.875;0.667664;0.737122;-0.0883179;-0.0557251;39;994;-92;0.625;-0.375;-0.188;-71.875;-85.625;-36.875;1.61134;-1.67826;0.0602992;0.238449;-0.157273;-0.0483125;-0.0798328
8.19995;MOVE;0.0421143;0.169617;-0.432617;0.88446;329;-754;570;0.063;0.063;0.125;-100.625;10.625;-361.875;0.667664;0.737122;-0.0883179;-0.0557251;40;991;-92;0.313;-0.125;-0.063;-71.875;-85.625;-36.875;1.61134;-1.67826;0.0602992;0.238619;-0.157352;-0.0483916;-0.0798328
8.20998;MOVE;0.0421143;0.169617;-0.432617;0.88446;329;-754;570;0.063;0.063;0.125;-100.625;10.625;-361.875;0.667664;0.737122;-0.0883179;-0.0557251;40;991;-92;0.313;-0.125;-0.063;-71.875;-85.625;-36.875;1.61134;-1.67826;0.0602992;0.238704;-0.157431;-0.0483125;-0.0798328
8.21998;MOVE;0.0421143;0.169617;-0.432617;0.88446;329;-754;570;0.063;0.063;0.125;-100.625;10.625;-361.875;0.667664;0.737122;-0.0883179;-0.0557251;40;991;-92;0.313;-0.125;-0.063;-71.875;-85.625;-36.875;1.61134;-1.67826;0.0602992;0.238704;-0.157431;-0.0483125;-0.0798328
8.22997;MOVE;0.0421143;0.169556;-0.432678;0.88446;356;-759;589;0.188;0.125;-0.063;-97.5;-15;-405.625;0.667664;0.737122;-0.0883179;-0.0557251;33;993;-87;0.313;0.438;-0.063;-75;-85.625;-41.875;1.61134;-1.67826;0.0602992;0.23879;-0.157273;-0.0484706;-0.0798328
8.23998;MOVE;0.0421143;0.169556;-0.432678;0.88446;356;-759;589;0.188;0.125;-0.063;-97.5;-15;-405.625;0.667664;0.737122;-0.0883179;-0.0557251;33;993;-87;0.313;0.438;-0.063;-75;-85.625;-41.875;1.61134;-1.67826;0.0602992;0.23879;-0.157273;-0.0484706;-0.07973
8.24994;MOVE;0.0421143;0.169556;-0.432678;0.88446;356;-759;589;0.188;0.125;-0.063;-97.5;-15;-405.625;0.667664;0.737122;-0.0883179;-0.0557251;33;993;-87;0.313;0.438;-0.063;-75;-85.625;-41.875;1.61134;-1.67826;0.0602992;0.23879;-0.157273;-0.0486288;-0.0796273
8.25998;MOVE;0.0421143;0.169556;-0.432678;0.88446;341;-759;571;-0.063;-0.063;0.063;-97.5;-15;-405.625;0.667664;0.737122;-0.0883179;-0.0557251;25;988;-107;-0.188;-0.125;0;-75;-85.625;-41.875;1.61134;-1.67826;0.0602992;0.23879;-0.157193;-0.0487078;-0.0796273
8.26998;MOVE;0.0421143;0.169556;-0.432678;0.88446;341;-759;571;-0.063;-0.063;0.063;-97.5;-15;-405.625;0.667664;0.737122;-0.0883179;-0.0557251;25;988;-107;-0.188;-0.125;0;-75;-85.625;-41.875;1.61134;-1.67826;0.0602992;0.23879;-0.157193;-0.0487078;-0.0796273
8.27998;MOVE;0.0421143;0.169556;-0.432678;0.88446;343;-756;569;0.063;0.063;-0.063;-105;-15;-430.625;0.667664;0.737122;-0.0883179;-0.0557251;31;983;-102;-0.125;0;0;-75;-90;-45.625;1.61134;-1.67826;0.0602992;0.23879;-0.157273;-0.0486288;-0.0796273
8.28998;MOVE;0.0421143;0.169556;-0.432678;0.88446;343;-756;569;0.063;0.063;-0.063;-105;-15;-430.625;0.667664;0.737122;-0.0883179;-0.0557251;31;983;-102;-0.125;0;0;-75;-90;-45.625;1.61134;-1.67828;0.0602536;0.23879;-0.157273;-0.0486288;-0.0796273
8.29995;MOVE;0.0421143;0.169556;-0.432678;0.88446;343;-756;569;0.063;0.063;-0.063;-105;-15;-430.625;0.667664;0.737122;-0.0883179;-0.0557251;31;983;-102;-0.125;0;0;-75;-90;-45.625;1.61137;-1.67826;0.0602992;0.238875;-0.157273;-0.0486288;-0.0795245
8.30998;MOVE;0.0421143;0.169556;-0.432678;0.88446;347;-756;571;-0.125;-0.125;0.063;-115.625;-15;-430.625;0.667664;0.737122;-0.0882568;-0.0557251;29;991;-96;0.063;-0.25;-0.063;-75;-90;-45.625;1.61137;-1.67828;0.0602536;0.238875;-0.157273;-0.0486288;-0.0794218
8.32;MOVE;0.0421143;0.169556;-0.432678;0.88446;347;-756;571;-0.125;-0.125;0.063;-115.625;-15;-430.625;0.667664;0.737122;-0.0882568;-0.0557251;29;991;-96;0.063;-0.25;-0.063;-75;-90;-45.625;1.61137;-1.67828;0.0603448;0.238875;-0.157352;-0.0487078;-0.0794218
8.32999;MOVE;0.0421143;0.169556;-0.432678;0.88446;340;-755;563;0.063;0.063;0.063;-115.625;-15;-430.625;0.667664;0.737122;-0.0882568;-0.0557251;30;987;-99;0.063;0.125;0;-77.5;-85.625;-45.625;1.61137;-1.67831;0.0602992;0.23879;-0.157431;-0.0486288;-0.079319
8.33998;MOVE;0.0421143;0.169556;-0.432678;0.88446;340;-755;563;0.063;0.063;0.063;-115.625;-15;-430.625;0.667664;0.737122;-0.0882568;-0.0557251;30;987;-99;0.063;0.125;0;-77.5;-85.625;-45.625;1.61137;-1.67831;0.0602992;0.238875;-0.157352;-0.0487078;-0.079319
8.34998;MOVE;0.0421143;0.169556;-0.432678;0.88446;340;-755;563;0.063;0.063;0.063;-115.625;-15;-430.625;0.667664;0.737122;-0.0882568;-0.0557251;30;987;-99;0.063;0.125;0;-77.5;-85.625;-45.625;1.61137;-1.67831;0.0602992;0.238875;-0.157352;-0.0487078;-0.079319
8.36999;MOVE;0.0421143;0.169556;-0.432678;0.88446;357;-765;608;-0.125;-0.5;0.188;-108.75;-6.875;-446.875;0.667664;0.737122;-0.0882568;-0.0557861;40;986;-106;0.063;0.313;-0.125;-77.5;-85.625;-45.625;1.61137;-1.67831;0.0602992;0.238875;-0.157273;-0.0487869;-0.079319
8.37998;MOVE;0.0421143;0.169556;-0.432678;0.88446;357;-765;608;-0.125;-0.5;0.188;-108.75;-6.875;-446.875;0.667664;0.737122;-0.0882568;-0.0557861;40;986;-106;0.063;0.313;-0.125;-77.5;-85.625;-45.625;1.61137;-1.67831;0.0602992;0.238875;-0.157193;-0.0487078;-0.0792163
8.38996;MOVE;0.0421143;0.169556;-0.432739;0.88446;355;-769;600;0.125;0;-0.063;-108.75;-6.875;-446.875;0.667664;0.737122;-0.0882568;-0.0557861;29;988;-99;0;0.063;-0.125;-75;-85.625;-32.5;1.61137;-1.67831;0.0602992;0.238875;-0.157193;-0.0487078;-0.0791135
8.40018;MOVE;0.0421143;0.169556;-0.432739;0.88446;355;-769;600;0.125;0;-0.063;-108.75;-6.875;-446.875;0.667664;0.737122;-0.0882568;-0.0557861;29;988;-99;0;0.063;-0.125;-75;-85.625;-32.5;1.61137;-1.67831;0.0602992;0.238875;-0.157273;-0.0486288;-0.0791135
8.40997;MOVE;0.0421143;0.169556;-0.432739;0.88446;355;-769;600;0.125;0;-0.063;-108.75;-6.875;-446.875;0.667664;0.737122;-0.0882568;-0.0557861;29;988;-99;0;0.063;-0.125;-75;-85.625;-32.5;1.61137;-1.67831;0.0602992;0.238875;-0.157114;-0.0487869;-0.0791135
8.41995;MOVE;0.0421143;0.169556;-0.432739;0.88446;360;-759;609;-0.188;0.188;0.063;-93.75;-10.625;-426.875;0.667664;0.737122;-0.0882568;-0.0557861;31;986;-89;0;0;0.125;-75;-85.625;-32.5;1.61137;-1.67831;0.0602992;0.238875;-0.157193;-0.0487078;-0.0790108
8.42997;MOVE;0.0421143;0.169556;-0.432739;0.88446;360;-759;609;-0.188;0.188;0.063;-93.75;-10.625;-426.875;0.667664;0.737122;-0.0882568;-0.0557861;31;986;-89;0;0;0.125;-75;-85.625;-32.5;1.61137;-1.67831;0.0602992;0.238875;-0.157193;-0.0487078;-0.0790108
8.43997;MOVE;0.0421143;0.169556;-0.432739;0.88446;340;-759;577;0.063;0.313;0.063;-93.75;-10.625;-426.875;0.667664;0.737122;-0.0882568;-0.0557861;20;989;-95;0.188;-0.063;0.063;-71.875;-93.75;-45.625;1.61137;-1.67834;0.0603448;0.238875;-0.157193;-0.048866;-0.0790108
8.44995;MOVE;0.0421143;0.169556;-0.432739;0.88446;340;-759;577;0.063;0.313;0.063;-93.75;-10.625;-426.875;0.667664;0.737122;-0.0882568;-0.0557861;20;989;-95;0.188;-0.063;0.063;-71.875;-93.75;-45.625;1.61141;-1.67831;0.0602992;0.238875;-0.157193;-0.048866;-0.0790108
8.45997;MOVE;0.0421143;0.169556;-0.432739;0.88446;337;-760;571;-0.125;-0.063;0.063;-105;-6.875;-438.75;0.667664;0.737122;-0.0882568;-0.0557861;38;989;-102;0.063;0.125;0.125;-75;-85.625;-41.875;1.61141;-1.67837;0.0602992;0.238875;-0.157114;-0.0487869;-0.0790108
8.46997;MOVE;0.0421143;0.169556;-0.432739;0.88446;337;-760;571;-0.125;-0.063;0.063;-105;-6.875;-438.75;0.667664;0.737122;-0.0882568;-0.0557861;38;989;-102;0.063;0.125;0.125;-75;-85.625;-41.875;1.61137;-1.67831;0.0602992;0.238875;-0.157193;-0.0487078;-0.0789081
8.47997;MOVE;0.0421143;0.169556;-0.432739;0.88446;337;-760;571;-0.125;-0.063;0.063;-105;-6.875;-438.75;0.667664;0.737122;-0.0882568;-0.0557861;38;989;-102;0.063;0.125;0.125;-75;-85.625;-41.875;1.61137;-1.67831;0.0602992;0.238875;-0.157273;-0.0487869;-0.0789081
8.48998;MOVE;0.0421143;0.169556;-0.432739;0.88446;329;-753;554;0.125;0.125;0.125;-105;-6.875;-438.75;0.667664;0.737122;-0.0882568;-0.0557861;30;990;-113;-0.063;0;0;-75;-85.625;-41.875;1.61137;-1.67837;0.0602992;0.238875;-0.157035;-0.048866;-0.0790108
8.49994;MOVE;0.0421143;0.169556;-0.432739;0.88446;329;-753;554;0.125;0.125;0.125;-105;-6.875;-438.75;0.667664;0.737122;-0.0882568;-0.0557861;30;990;-113;-0.063;0;0;-75;-85.625;-41.875;1.61141;-1.67834;0.0602536;0.238875;-0.157035;-0.048866;-0.0788053
8.50995;MOVE;0.0421143;0.169556;-0.432739;0.88446;329;-753;554;0.125;0.125;0.125;-105;-6.875;-438.75;0.667664;0.737122;-0.0882568;-0.0557861;30;990;-113;-0.063;0;0;-75;-85.625;-41.875;1.61137;-1.67837;0.0602992;0.23896;-0.157035;-0.048866;-0.0788053
8.51998;MOVE;0.0421143;0.169617;-0.432739;0.884399;357;-758;590;0.125;0.375;0;-112.5;-6.875;-442.5;0.667664;0.737122;-0.0882568;-0.0557861;24;990;-106;0.125;0.063;0.063;-75;-82.5;-45.625;1.61137;-1.67837;0.0602992;0.238875;-0.157035;-0.048866;-0.0788053
8.52998;MOVE;0.0421143;0.169617;-0.432739;0.884399;357;-758;590;0.125;0.375;0;-112.5;-6.875;-442.5;0.667664;0.737122;-0.0882568;-0.0557861;24;990;-106;0.125;0.063;0.063;-75;-82.5;-45.625;1.61137;-1.67837;0.0602992;0.238875;-0.157114;-0.0489451;-0.0788053
8.53997;MOVE;0.0421143;0.169617;-0.432739;0.884399;357;-758;590;0.125;0.375;0;-112.5;-6.875;-442.5;0.667664;0.737122;-0.0882568;-0.0557861;24;990;-106;0.125;0.063;0.063;-75;-82.5;-45.625;1.61137;-1.67837;0.0602992;0.238875;-0.156956;-0.0489451;-0.0788053
8.54994;MOVE;0.0421143;0.169617;-0.4328;0.884399;349;-754;579;-0.063;0.125;0;-112.5;-6.875;-442.5;0.667664;0.737122;-0.0882568;-0.0557861;36;986;-112;0;-0.125;-0.063;-75;-82.5;-45.625;1.61137;-1.67837;0.0602992;0.238875;-0.157035;-0.048866;-0.0787026
8.55998;MOVE;0.0421143;0.169617;-0.4328;0.884399;349;-754;579;-0.063;0.125;0;-112.5;-6.875;-442.5;0.667664;0.737122;-0.0882568;-0.0557861;36;986;-112;0;-0.125;-0.063;-75;-82.5;-45.625;1.61137;-1.67837;0.0602992;0.238875;-0.156956;-0.0489451;-0.0787026
8.56994;MOVE;0.0420532;0.169617;-0.4328;0.884399;337;-748;561;0.125;-0.063;0.188;-108.75;-6.875;-435;0.667664;0.737122;-0.0882568;-0.0557861;38;991;-100;-0.063;0.125;-0.125;-81.875;-85.625;-50;1.61141;-1.67837;0.0602992;0.238875;-0.157114;-0.0489451;-0.0785998
8.57999;MOVE;0.0420532;0.169617;-0.4328;0.884399;337;-748;561;0.125;-0.063;0.188;-108.75;-6.875;-435;0.667664;0.737122;-0.0882568;-0.0557861;38;991;-100;-0.063;0.125;-0.125;-81.875;-85.625;-50;1.61137;-1.67837;0.0602992;0.238875;-0.157114;-0.0489451;-0.0785998
8.58998;MOVE;0.0420532;0.169617;-0.4328;0.884399;337;-748;561;0.125;-0.063;0.188;-108.75;-6.875;-435;0.667664;0.737122;-0.0882568;-0.0557861;38;991;-100;-0.063;0.125;-0.125;-81.875;-85.625;-50;1.61137;-1.67837;0.0602992;0.238875;-0.157114;-0.0487869;-0.0785998
8.59998;MOVE;0.0420532;0.169617;-0.4328;0.884399;337;-756;567;-0.188;0.188;0;-108.75;-6.875;-435;0.667664;0.737122;-0.0882568;-0.0557861;29;992;-109;-0.188;-0.125;0;-81.875;-85.625;-50;1.61141;-1.67837;0.0602992;0.238875;-0.156956;-0.0487869;-0.0785998
8.61;MOVE;0.0420532;0.169617;-0.4328;0.884399;337;-756;567;-0.188;0.188;0;-108.75;-6.875;-435;0.667664;0.737122;-0.0882568;-0.0557861;29;992;-109;-0.188;-0.125;0;-81.875;-85.625;-50;1.61141;-1.67837;0.0602992;0.238875;-0.157114;-0.0489451;-0.0784971
8.61998;MOVE;0.0420532;0.169617;-0.4328;0.884399;342;-759;581;-0.25;-0.125;-0.125;-112.5;-6.875;-421.875;0.667664;0.737122;-0.0882568;-0.0557861;29;988;-99;-0.063;-0.313;0;-77.5;-85.625;-41.875;1.61141;-1.67837;0.0602992;0.23896;-0.157114;-0.0489451;-0.0784971
8.62998;MOVE;0.0420532;0.169617;-0.4328;0.884399;342;-759;581;-0.25;-0.125;-0.125;-112.5;-6.875;-421.875;0.667664;0.737122;-0.0882568;-0.0557861;29;988;-99;-0.063;-0.313;0;-77.5;-85.625;-41.875;1.61141;-1.67837;0.0602992;0.23896;-0.157114;-0.0489451;-0.0784971
8.63999;MOVE;0.0420532;0.169617;-0.4328;0.884399;342;-759;581;-0.25;-0.125;-0.125;-112.5;-6.875;-421.875;0.667664;0.737122;-0.0882568;-0.0557861;29;988;-99;-0.063;-0.313;0;-77.5;-85.625;-41.875;1.61141;-1.67837;0.0602992;0.23896;-0.157193;-0.048866;-0.0783943
8.64994;MOVE;0.0420532;0.169617;-0.4328;0.884399;330;-760;568;0.063;0.063;0.188;-112.5;-6.875;-421.875;0.667664;0.737122;-0.0882568;-0.0557861;35;990;-91;-0.125;-0.188;0.063;-77.5;-85.625;-41.875;1.61141;-1.67837;0.0602992;0.23896;-0.157114;-0.0489451;-0.0783943
8.65999;MOVE;0.0420532;0.169617;-0.4328;0.884399;330;-760;568;0.063;0.063;0.188;-112.5;-6.875;-421.875;0.667664;0.737122;-0.0882568;-0.0557861;35;990;-91;-0.125;-0.188;0.063;-77.5;-85.625;-41.875;1.61141;-1.67839;0.0602536;0.23896;-0.157114;-0.0489451;-0.0783943
8.66997;MOVE;0.0420532;0.169617;-0.4328;0.884399;330;-760;568;0.063;0.063;0.188;-112.5;-6.875;-421.875;0.667664;0.737122;-0.0882568;-0.0557861;35;990;-91;-0.125;-0.188;0.063;-77.5;-85.625;-41.875;1.61137;-1.67839;0.0602536;0.23896;-0.157114;-0.0489451;-0.0783943
8.67998;MOVE;0.0420532;0.169617;-0.432861;0.884399;337;-744;567;0.125;0.313;0.063;-112.5;-10.625;-446.875;0.667664;0.737122;-0.0882568;-0.0557861;32;988;-94;0.25;0.188;0;-71.875;-82.5;-57.5;1.61141;-1.67842;0.0602992;0.238875;-0.157114;-0.0489451;-0.0783943
8.68998;MOVE;0.0420532;0.169617;-0.432861;0.884399;337;-744;567;0.125;0.313;0.063;-112.5;-10.625;-446.875;0.667664;0.737122;-0.0882568;-0.0557861;32;988;-94;0.25;0.188;0;-71.875;-82.5;-57.5;1.61141;-1.67842;0.0602992;0.23896;-0.157035;-0.048866;-0.0783943
8.69996;MOVE;0.0420532;0.169617;-0.432861;0.884399;337;-744;567;0.125;0.313;0.063;-112.5;-10.625;-446.875;0.667664;0.737122;-0.0882568;-0.0557861;32;988;-94;0.25;0.188;0;-71.875;-82.5;-57.5;1.61141;-1.67842;0.0602992;0.23896;-0.156956;-0.0489451;-0.0783943
8.70998;MOVE;0.0420532;0.169617;-0.432861;0.884338;313;-755;539;-0.125;0.25;0;-112.5;-10.625;-446.875;0.667664;0.737122;-0.0882568;-0.0557861;37;985;-99;-0.063;0;-0.063;-71.875;-82.5;-57.5;1.61141;-1.67842;0.0602992;0.23896;-0.157114;-0.0489451;-0.0782916
8.71997;MOVE;0.0420532;0.169617;-0.432861;0.884338;313;-755;539;-0.125;0.25;0;-112.5;-10.625;-446.875;0.667664;0.737122;-0.0882568;-0.0557861;37;985;-99;-0.063;0;-0.063;-71.875;-82.5;-57.5;1.61141;-1.67839;0.0602536;0.23896;-0.157114;-0.0489451;-0.0782916
8.72997;MOVE;0.0420532;0.169617;-0.432861;0.884338;335;-743;551;-0.063;-0.063;0.125;-97.5;-15;-433.75;0.667664;0.737122;-0.0882568;-0.0557861;30;986;-95;0.125;0.063;0.063;-63.75;-90;-45.625;1.61141;-1.67842;0.0602992;0.23896;-0.157114;-0.0489451;-0.0782916
8.73998;MOVE;0.0420532;0.169617;-0.432861;0.884338;335;-743;551;-0.063;-0.063;0.125;-97.5;-15;-433.75;0.667664;0.737122;-0.0882568;-0.0557861;30;986;-95;0.125;0.063;0.063;-63.75;-90;-45.625;1.61141;-1.67842;0.0602992;0.23896;-0.157035;-0.0490241;-0.0782916
8.74998;MOVE;0.0420532;0.169617;-0.432861;0.884338;335;-743;551;-0.063;-0.063;0.125;-97.5;-15;-433.75;0.667664;0.737122;-0.0882568;-0.0557861;30;986;-95;0.125;0.063;0.063;-63.75;-90;-45.625;1.61141;-1.67842;0.0602992;0.23896;-0.156956;-0.0489451;-0.0782916
8.75996;MOVE;0.0420532;0.169617;-0.432861;0.884338;330;-758;560;0;0.063;0;-112.5;-6.875;-438.75;0.667664;0.737122;-0.0882568;-0.0557861;19;987;-110;0.188;-0.125;0;-63.75;-90;-45.625;1.61141;-1.67842;0.0602992;0.23896;-0.156956;-0.0489451;-0.0782916
8.76995;MOVE;0.0420532;0.169617;-0.432861;0.884338;330;-758;560;0;0.063;0;-112.5;-6.875;-438.75;0.667664;0.737122;-0.0882568;-0.0557861;19;987;-110;0.188;-0.125;0;-63.75;-90;-45.625;1.61141;-1.67842;0.0602992;0.23896;-0.157114;-0.0489451;-0.0782916
8.77998;MOVE;0.0420532;0.169617;-0.432861;0.884338;330;-758;560;0;0.063;0;-112.5;-6.875;-438.75;0.667664;0.737122;-0.0882568;-0.0557861;19;987;-110;0.188;-0.125;0;-63.75;-90;-45.625;1.61141;-1.67842;0.0602992;0.23896;-0.157114;-0.0489451;-0.0782916
8.78995;MOVE;0.0420532;0.169617;-0.432861;0.884338;347;-753;567;-0.25;-0.125;0.063;-112.5;-6.875;-438.75;0.667664;0.737122;-0.0882568;-0.0557861;32;988;-103;0.125;0.188;-0.125;-67.5;-93.75;-57.5;1.61141;-1.67842;0.0602992;0.23896;-0.157035;-0.048866;-0.0781888
