;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.00998449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.0199888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.0299947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.0399888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.0499835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.0599623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.0699794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.0799403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.0899379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.099972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.10996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.129994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.139983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.149982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.159994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.169983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.179983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.189993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.199983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.209983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.219992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.229982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.239984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.249977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.259984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.269983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.279977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.289995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.299984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.310103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.31999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.329983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.339978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.349989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.359984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.369954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.379981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.389976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.399948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.409986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.419983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.429983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.43999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.449983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.459973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.469998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.479977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.489989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.49999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.509984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.519983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.529977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.539984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.549983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.569998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.579985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.589986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.599984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.609983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.619991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.629979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.639985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.649962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.659986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.669983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.679962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.689986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.699983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.709953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.719987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.729982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.739953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.749987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.759983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.769949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.779987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.789984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.799963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.809975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.819983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.829969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
